,SMILES,lambda_max_exp_nm,solvent,reference,description,mol_wt,abs_max_ev
417,Nc1ccc2c(c1)C(=O)c1ccccc1-2,455,cyclohexane,DOI: 10.1021/jp980158u,DBtag:12168,195.0684139,2.725
418,Cc1ccc(/C=C(\c2ccccc2)c2nc3ccccc3o2)cc1,325,cyclohexane,https://doi.org/10.1016/S1010-6030(00)00230-6,DBtag:13032,311.1310142,3.815
419,COC(=O)CCC1=CC(C#Cc2ccsc2)=[N+]2C1=Cc1c(CCC(=O)OC)cc(C#Cc3ccsc3)n1[B-]2(F)F,633,dichloromethane,DOI: 10.1039/c4cs00030g,DBtag:3172,576.1160361,1.959
420,N#Cc1ccc(-c2cn3cc(C#N)c[n+]3[n-]2)cc1,360,dichloromethane,10.1021/ol302668y,DBtag:2038,233.0701452,3.444
421,CN(C)c1ccc(/C=C/C=C2\CC/C(=C\C=C\c3ccc(N(C)C)cc3)C2=O)cc1,478,hexane,http://dx.doi.org/10.1016/j.molstruc.2016.02.009,DBtag:8769,398.2358136,2.594
422,COc1ccc(-c2cnc(-c3cccnc3)o2)cc1OC,330,dichloromethane,https://doi.org/10.1016/j.tetlet.2013.04.037,DBtag:11684,282.1004423,3.757
423,CCOC(=O)C1=C(N)n2c(=O)c3ccccc3c(=O)n2C1c1ccccc1,364,dimethylsulfoxide,doi:10.1016/j.tetlet.2011.08.111,DBtag:10305,363.121906,3.406
424,CCN(CC)c1ccc2nc3c4ccccc4c(=O)cc-3oc2c1,519.4,dioxane,photochemCAD,nile red,318.1368278,2.387
425,CCCCCCN1C(=O)c2cccc3cc(/N=C\c4c[nH]c5c4ccc4ccccc45)cc(c23)C1=O,342,chloroform,https://doi.org/10.1016/j.dyepig.2018.05.017,DBtag:1814,473.2103271,3.625
426,Cc1nc(-c2ccccc2)c2ccccn12,367,dichloromethane,http://dx.doi.org/10.1016/j.dyepig.2016.09.056,DBtag:1618,208.1000484,3.378
427,CCOC(=O)c1c(-c2c(Cl)c3ccccc3oc2=O)nn(-c2cccc(C)c2)c1C(=O)OCC,321,dichloromethane,https://doi.org/10.1016/j.ejmech.2013.03.042,DBtag:11457,480.1088141,3.862
428,N#CC1=C(c2ccc(-c3cccs3)s2)CC1,367,ethanol,http://dx.doi.org/10.1016/j.dyepig.2014.09.013,DBtag:1776,243.0176413,3.378
429,FC(F)(F)c1cc2n(n1)[B-](c1ccccc1)(c1ccccc1)[n+]1ccc3ccccc3c1-2,377,toluene,DOI: 10.1021/acs.jpcc.8b11100,DBtag:6812,427.1467626,3.289
430,COc1cc(OC)c2c3c([nH]c2c1)C(=O)CCC3,320,dimethylsulfoxide,http://dx.doi.org/10.1016/j.jlumin.2015.06.048,DBtag:5482,245.1051933,3.875
431,Cc1cc(C(F)(F)F)nc2c1ccc1nc(-c3ccc(F)c(F)c3)cn12,372,hexane,https://doi.org/10.1016/S1386-1425(99)00200-0,DBtag:12461,363.0794884,3.333
432,CCCCCCOc1ccc2c(c1)C1=[N+]3C2=Cc2c4ccc(OCCCCCC)cc4c4n2[B-]3(Oc2ccccc21)Oc1ccccc1-4,748,tetrahydrofuran,DOI: 10.1039/c4cs00030g,DBtag:3274,636.3159382,1.658
433,CC(=O)c1ccn2c3c(c(-c4ccc(C#N)cc4)c2c1)CN(CCCNC(=O)OC(C)(C)C)C3=O,398,methanol,http://dx.doi.org/10.1002/anie.201308826,DBtag:1183,472.2110554,3.115
434,COC(=O)c1cc(=O)n(C)c2cc(-c3ccc4c(c3)OCCO4)sc12,402,dichloromethane,DOI: 10.1021/acs.joc.8b01924,DBtag:7598,357.0670936,3.084
435,CN(C)c1ccc(C#Cc2ccc(-c3nc(C#N)c(C#N)n3C)cc2)cc1,372,cyclohexane,DOI 10.1007/s10895-011-0872-9,DBtag:3705,351.1483955,3.333
436,CC1=c2c3c4cccc5cccc(c=3c(C)[n+]2[B-](F)(F)n2c(C)c3cc6c(-c7ccccc7)c7c(c(-c8ccccc8)c6cc3c21)-c1cccc2cccc-7c12)c54,658,dichloromethane,DOI: 10.1039/c4cs00030g,DBtag:3259,734.2704859,1.884
437,CC1=c2ccccc2=[N+]2C1=Cc1c3ccccc3c(-c3[nH]c4ccccc4c3C)n1[B-]2(F)F,611,dichloromethane,DOI: 10.1039/c4cs00030g,DBtag:3277,435.1718345,2.029
438,F[B-]1(F)Oc2ccccc2-c2cc(-n3c4ccccc4c4ccccc43)cc[n+]21,366,toluene,DOI: 10.1021/acsami.9b08107,DBtag:6270,384.1245499,3.388
439,N#Cc1c(-n2nnc3c2CCC2C(CC3)[C@@H]2CO)n([C@H]2C[C@H](O)[C@@H](CO)O2)c2ncnc(N)c12,287,methanol,http://dx.doi.org/10.1016/j.tetlet.2016.08.053,DBtag:5011,466.2077013,4.32
440,CC(C)(C)c1ccc(-c2c3c(c(-c4ccccc4)c4cc5ccccc5cc24)Cc2c(c(-c4ccccc4)c4cc5ccccc5cc4c2-c2ccc(C(C)(C)C)cc2)C3)cc1,392,dichloromethane,10.1021/jo0601314,DBtag:7308,796.4069017,3.163
441,COc1ccc(-c2cc3c(s2)c(C(C)=O)cc(=O)n3Cc2ccccc2)cc1,426,dichloromethane,DOI: 10.1021/acs.joc.8b01924,DBtag:7594,389.1085645,2.91
442,COC(=O)c1ccc(C2=C(/C=C/c3ccc(OC)cc3)O[B-](F)(F)[O+]=C2/C=C/c2ccc(OC)cc2)cc1,507,dichloromethane,DOI: 10.1021/jo400389h,DBtag:8567,518.1712254,2.445
443,O=C1Cc2ccc(cc2)CC(=O)Cc2ccc(c3nsnc23)C1,384,cyclohexane,DOI: 10.1021/jo100688m,DBtag:9952,322.0775987,3.229
444,CCC1=C(C)C2=C(c3cc(C(=O)Cl)cc(C(=O)Cl)c3)c3c(C)c(CC)c(C)n3[B-](F)(F)[N+]2=C1C,529,dimethylformamide,http://dx.doi.org/10.1016/j.tetlet.2015.02.097,DBtag:4548,504.1354202,2.344
445,COC(=O)c1cc(=O)n(C)c2cc(-c3cc(OC)c(OC)c(OC)c3)sc12,400,dichloromethane,DOI: 10.1021/acs.joc.8b01924,DBtag:7599,389.0933083,3.1
446,c1ccc(N(c2ccccc2)c2c3ccccc3c(N(c3ccccc3)c3ccccc3)c3ccccc23)cc1,461,toluene,DOI: 10.1021/acs.jpca.5b03238,DBtag:2741,512.2252489,2.689
447,Cc1cc2nc3c(=O)n(C)c(=O)n(C)c3nc2cc1C,375,acetonitrile,10.1023/B%3AJOFL.0000014660.59105.31,DBtag:3652,270.1116757,3.306
448,N#Cc1ccc(C#Cc2ccc(C#Cc3ccc(C#Cc4ccccc4C#N)cc3C#N)cc2C#N)cc1,357,chloroform,DOI: 10.1021/ol0528991,DBtag:8519,478.1218464,3.473
449,c1ccc(Nc2nc(Nc3ccccc3)nc(Nc3cc4ccc5cccc6ccc(c3)c4c56)n2)cc1,336,acetonitrile,doi:10.1016/j.dyepig.2007.11.003,DBtag:559,478.1905947,3.69
450,CCN(CC)c1ccc(-c2ccc(-c3nc4ccccc4c(=O)[nH]3)s2)cc1,410,toluene,DOI: 10.1016/j.mencom.2018.01.002,DBtag:10880,375.1405333,3.024
451,Cc1cc(-c2ccc(-c3nc4ccccc4[nH]3)cc2)ccc1-c1ccc(-c2nc3ccccc3[nH]2)cc1,330,dimethylformamide,https://doi.org/10.1016/j.dyepig.2010.07.006,DBtag:11895,476.2000968,3.757
452,C(=C/c1nc2c(c(N3CCOCC3)n1)CCCC2)\c1ccccc1,284,dichloromethane,https://doi.org/10.1016/j.dyepig.2018.12.067,DBtag:895,321.1841124,4.366
453,COCCC1=Cc2nc1ccc1[nH]c(cc1CCOC)c1nc(c(NC(C)=O)cc3[nH]c2cc3CCOC)C(CCOC)=C1,670,toluene,https://doi.org/10.1016/S1011-1344(97)00075-4,DBtag:5689,599.3107694,1.851
454,CCOC(=O)c1c(-c2cc3ccc(OCC=C(C)C)cc3oc2=O)nn(-c2ccccc2)c1C(=O)OCC,341,dichloromethane,https://doi.org/10.1016/j.ejmech.2013.03.042,DBtag:11483,516.1896512,3.636
455,CCN(CC)c1cc2ccc3cc(C#N)cc4ccc(c1)c2c34,437,hexane,DOI: 10.1021/acs.joc.5b00618,DBtag:19681,298.1469986,2.837
456,Nc1cccc2c1-c1ccccc1C2=O,451,acetonitrile,DOI: 10.1021/jp980158u,DBtag:12178,195.0684139,2.749
457,CCn1c2ccc(S(=O)(=O)O)cc2c(=O)c2cc3c(cc21)c(=O)c1cc(S(=O)(=O)O)ccc1n3CCCCCC(=O)O,536,water,10.1023/B%3AJOFL.0000016287.56322.eb,DBtag:3692,614.102887,2.313
458,Clc1nc(Nc2ccccc2)nc(Nc2ccc3c4cccc5cccc(c6cccc2c63)c54)n1,444,dioxane,doi:10.1016/j.dyepig.2008.12.009,DBtag:439,471.1250733,2.792
459,CCC1=C(C)C2=C(/C=C/c3ccc(OC)cc3)c3c(C)c(CC)c(C)n3[B-](F)(F)[N+]2=C1C,529,dichloromethane,DOI: 10.1039/c4cs00030g,DBtag:3214,436.2497505,2.344
460,CN(C)c1ccc(/C=C/C=C/C2=NC3C(=O)NC(N)=NC3N2[C@H]2C[C@H](O)[C@@H](CO)O2)cc1,343,methanol,https://doi.org/10.1016/j.tetlet.2010.11.053,DBtag:11615,440.2172034,3.615
461,Nc1ccc(-c2c3nc(c(-c4ccc(N)cc4)c4ccc([nH]4)c(-c4ccc(N)cc4)c4nc(c(-c5ccc(N)cc5)c5ccc2[nH]5)C=C4)C=C3)cc1,670,dimethylformamide,http://dx.doi.org/10.1016/j.dyepig.2012.09.011,DBtag:642,674.2906431,1.851
462,COc1cccc(-c2nc3c([nH]2)C2=CC(=O)S[C@]2(C)[C@@]2(C)SC(=O)C=C32)c1OC,397,acetonitrile,https://doi.org/10.1016/j.tet.2012.12.057,DBtag:11749,426.0707991,3.123
463,N#Cc1cc(N2c3ccccc3Sc3ccccc32)cc(N2c3ccccc3Sc3ccccc32)c1,343,toluene,DOI: 10.1021/acs.jpcc.8b11144,DBtag:6286,497.1020396,3.615
464,COC(=O)c1cc(=O)n(C)c2cc(-c3cccc(N(C)C)c3)sc12,396,dichloromethane,DOI: 10.1021/acs.joc.8b01924,DBtag:7601,342.1038134,3.131
465,CC1(C)c2ccccc2N(c2ccc(-c3nnc(-c4ccccc4O)o3)cc2)c2ccccc21,362,toluene,DOI: 10.1021/acsami.9b07511,DBtag:6351,445.179027,3.425
466,N#Cc1c(-n2nnc3cc(Cl)ccc32)n([C@H]2C[C@H](O)[C@@H](CO)O2)c2ncnc(N)c12,276,methanol,http://dx.doi.org/10.1016/j.tetlet.2016.08.053,DBtag:5017,426.095564,4.492
467,O=C1C(Cl)=C(Cl)C(=O)C(Cl)=C1Cl,288,acetonitrile,photochemCAD,"2,3,5,6-tetrachloro-1,4-benzoquinone",243.86524,4.305
468,CCn1c2ccccc2c2ccc(-c3ccc(OC)cc3)cc21,310,cyclohexane,10.1007/BF00723901,DBtag:3590,301.1466642,3.999
469,CCN(CC)c1ccc2cc(C#N)c(=O)oc2c1,428,dichloromethane,doi:10.1016/j.dyepig.2006.01.001,DBtag:906,242.1055277,2.897
470,Fc1ccc(-c2ccc(-c3cc(-c4ccccn4)nc(-c4ccccn4)c3)cc2)c(F)c1,287,dichloromethane,DOI: 10.1039/c6cp04252j,DBtag:1186,421.139054,4.32
471,CCN(CC)c1ccc2cc3c(cc2c1)C1(c2ccccc2Oc2ccccc21)c1cc2cc(N(CC)CC)ccc2cc1C3=O,452,acetonitrile,https://doi.org/10.1016/j.cclet.2018.08.008,DBtag:1080,602.2933285,2.743
472,Cc1cc(-n2c3ccccc3c3cc4c(cc32)C2c3ccccc3C4c3ccccc32)ccc1-c1nc(-c2ccccc2)nc(-c2ccccc2)n1,367,toluene,DOI: 10.1021/acs.chemmater.7b03490,DBtag:6611,664.262697,3.378
473,N#Cc1ccc(C#Cc2ccc(C#Cc3ccccc3C#N)cc2C#N)cc1,340,chloroform,DOI: 10.1021/ol0528991,DBtag:8518,353.0952974,3.647
474,CCOC(=O)/C(C#N)=C\c1ccc2c(c1)c1ccccc1n2-c1ccc(C)cc1,390,tetrahydrofuran,https://doi.org/10.1016/j.jlumin.2018.05.059,DBtag:9546,380.1524779,3.179
475,COc1ccc2ccc(O)cc2c1,325,water,DOI: 10.1021/acs.jpcb.9b01295,DBtag:1971,174.0680796,3.815
476,O=C1CCCC2CCCC=C12,246,ethanol,set-ref-25,"3,4,4a,5,6,7-Hexahydro-2H-naphthalen-1-one",150.1044651,5.04
477,C(=C/c1ccncn1)\c1ccc(N(c2ccccc2)c2ccc(/C=C/c3ccncn3)cc2)cc1,422,dichloromethane,https://doi.org/10.1016/j.dyepig.2012.04.009,DBtag:12764,453.1953457,2.938
478,c1ccc(Nc2nc(Nc3ccccc3)nc(Nc3ccc4c5cccc6cccc(c7cccc3c74)c65)n2)cc1,444,dioxane,doi:10.1016/j.dyepig.2008.12.009,DBtag:440,528.2062448,2.792
479,c1ccc(N(c2ccccc2)c2ccc(-c3ccc(-c4cc(-c5ccccn5)nc(-c5ccccn5)c4)cc3)cc2)cc1,284,dichloromethane,DOI: 10.1039/c6cp04252j,DBtag:1191,552.2313969,4.366
480,CCCCc1ccc2ccc3c(CCCC)ccc4ccc1c2c43,344,hexane,http://dx.doi.org/10.1021/jo400128c,DBtag:2055,314.2034508,3.604
481,CCN(CC)c1ccc(/C=C/C(=O)c2c(O)cc(C)oc2=O)cc1,480,dichloromethane,http://dx.doi.org/10.1016/j.molstruc.2017.07.089,DBtag:1257,327.1470582,2.583
482,O=C1CCCC2=C1C(c1ccc([N+](=O)[O-])cc1)c1c(c3ccccc3oc1=O)N2,373,dimethylsulfoxide,DOI: 10.1039/c6ra05996a,DBtag:3374,388.1059216,3.324
483,CCOc1cc2c(cc1/C=C/C1=CC(=C(C#N)C#N)CC(C)(C)C1)c1ccccc1n2CC,476,tetrahydrofuran,http://dx.doi.org/10.1016/j.dyepig.2015.09.013,DBtag:9456,435.2310625,2.605
484,N#Cc1nn(-c2ccc(F)cc2)nc1N1CCCC1,340,acetonitrile,http://dx.doi.org/10.1016/j.dyepig.2016.08.015,DBtag:1586,257.1076736,3.647
485,N#Cc1nc2cnc(N)nc2n1Cc1ccccc1,326,dichloromethane,10.1021/ja806348z,DBtag:7692,250.0966943,3.803
486,CCC1=C(C)C2=C(/C=C/Sc3ccccc3)c3c(C)c(CC)c(C)n3[B-](F)(F)[N+]2=C1C,528,dichloromethane,DOI: 10.1039/c4cs00030g,DBtag:3215,438.2112568,2.348
487,CCN(CC)c1ccc(-c2nc3c(c4c2-c2ccc(C#N)cc2CC4)-c2ccc(C#N)cc2CC3)cc1,368,toluene,http://dx.doi.org/10.1016/j.dyepig.2016.07.101,DBtag:1011,480.2313969,3.369
488,CC(C)(C)c1c2ccc3[nH]c4c(ccc5c(C(C)(C)C)c(ccc6[nH]c7c(ccc1c7n2)c6C(C)(C)C)nc54)c3C(C)(C)C,764,toluene,https://doi.org/10.1016/S1011-1344(97)00075-4,DBtag:5702,582.3722475,1.623
489,OCc1cc(/N=N\c2ccc(C#Cc3ccc4ccc5cccc6ccc3c4c56)cc2F)ccc1O,386,dimethylsulfoxide,https://doi.org/10.1016/j.tetlet.2014.07.120,DBtag:9584,470.1430561,3.212
490,COCCC1=Cc2nc1ccc1[nH]c(cc1CCOC)c1nc(c(NC(=O)CCCC(=O)O)cc3[nH]c2cc3CCOC)C(CCOC)=C1,645,toluene,https://doi.org/10.1016/S1011-1344(97)00075-4,DBtag:5690,671.3318988,1.922
491,c1ccc(-n2c(-c3cccc4ccccc34)nc3c4cccc5ccc6cccc(c6c54)c32)cc1,380,toluene,DOI: 10.1021/acsami.6b10004,DBtag:6791,444.1626486,3.263
492,COc1ccc(-c2nc3c(c4c2-c2ccc(C#N)cc2CC4)-c2ccc(C#N)cc2CC3)cc1,326,methanol,http://dx.doi.org/10.1016/j.dyepig.2016.07.089,DBtag:999,439.1684623,3.803
493,Cc1cc2ccsc2c2[nH]c3ccccc3c12,310,dichloromethane,10.1021/ja803954e,DBtag:10015,237.0612204,3.999
494,Oc1ccccc1/C=N/N=C/c1ccccc1O,361,hexane,https://doi.org/10.1016/j.cplett.2008.09.030,DBtag:11808,240.0898776,3.434
495,COc1ccc(/C=C/c2cc(/C=C/c3ccc(OC)cc3)nc(/C=C/c3ccccc3)n2)cc1,369,dichloromethane,DOI: 10.1021/acs.joc.8b01653,DBtag:2238,446.1994281,3.36
496,Cc1nc2c(ccc3ccccc32)oc1=O,364,benzene,https://doi.org/10.1016/j.jphotochem.2008.06.014,DBtag:12789,211.0633285,3.406
497,CC(=O)Nc1ccccc1/N=N/c1nc2ccccc2s1,334,dichloromethane,set-ref-13,3d,296.073182,3.712
498,C(#Cc1ccccc1)C(C#Cc1ccccc1)=Cc1ccc(-c2ccc(C=C(C#Cc3ccccc3)C#Cc3ccccc3)cc2)cc1,394,chloroform,DOI: 10.1021/ja0349148,DBtag:12401,606.234751,3.147
499,CN(C)C(=O)c1ccc(-c2nc3ccc(N(C)C)cc3s2)cc1,377,methanol,https://doi.org/10.1016/j.jphotochem.2019.03.021,DBtag:1950,325.1248832,3.289
500,Cc1ccc2nc3c(nc2c1)c(-c1ccccc1)nn3C,423,acetonitrile,https://doi.org/10.1016/j.optmat.2017.11.019,DBtag:4169,274.1218464,2.931
501,C(=C/c1nc(/C=C/c2ccccc2)nc(/C=C/c2ccccc2)n1)\c1ccccc1,327,dichloromethane,DOI: 10.1021/acs.jpcc.8b12248,DBtag:7134,387.1735477,3.792
502,F[B-]1(F)n2c(c(-c3ccccc3)c(-c3ccccc3)c2-c2ccccc2)C(c2ccccc2)=C2C(c3ccccc3)=C(c3ccccc3)C(c3ccccc3)=[N+]21,573,tetrahydrofuran,DOI: 10.1039/c4cs00030g,DBtag:3163,724.286136,2.164
503,CCN(CC)c1ccc2cc(-c3ccc(S(C)(=O)=O)cc3)oc(=O)c2c1,376,methanol,https://doi.org/10.1016/j.dyepig.2019.107917,DBtag:8856,371.1191292,3.297
504,CN(C)c1ccc(C#Cc2ccc3c(N(C)C)cc(-c4ccccc4)cc3c2)cc1,335.7333333,ethanol,DOI: 10.1021/jacs.8b12495,DBtag:9986,390.2095988,3.693
505,CC(C)(C)c1ccc2c(c1)c1cc(C(C)(C)C)ccc1n2-c1ccc(C#Cc2ccc(C=O)cc2)cc1,354,dichloromethane,10.1021/jo9002757,DBtag:8209,483.2562147,3.502
506,COC(=O)c1ccc(C#Cc2ccccc2)cc1,311.7984535,methanol,https://doi.org/10.1016/j.jphotochem.2016.03.023,DBtag:9101,236.0837296,3.976
507,CCCCCCN1C(=O)c2cccc3cc(/N=C\c4ccc(N(c5ccccc5)c5ccccc5)cc4)cc(c23)C1=O,380,chloroform,https://doi.org/10.1016/j.dyepig.2018.05.017,DBtag:1816,551.2572773,3.263
508,CCCCn1c(-c2ccc(-c3nnc(-c4ccc5ccccc5c4)o3)cc2)nc(-c2ccccc2)c1-c1ccccc1,340,dichloromethane,doi:10.1016/j.dyepig.2010.01.011,DBtag:791,546.2419616,3.647
509,N#C/C(=C\c1cn(-c2ccccc2)nc1-c1ccc([N+](=O)[O-])cc1)c1nc2ccccc2s1,378,tetrahydrofuran,https://doi.org/10.1016/j.dyepig.2015.12.026,DBtag:10405,449.0946457,3.28
510,CN(C)c1ccc(/C=C/c2nc3c(ccc4ccccc43)s2)cc1,402,cyclohexane,https://doi.org/10.1016/j.dyepig.2019.107582,DBtag:1482,330.1190696,3.084
511,F[B-]1(F)n2c(cc(-c3ccccc3)c2-c2ccccc2)C(c2ccccc2)=C2C=C(c3ccccc3)C(c3ccccc3)=[N+]21,584,dichloromethane,DOI: 10.1039/c4cs00030g,DBtag:3161,572.2235357,2.123
512,CN(C)c1ccc(C=C2Cc3ccccc3C2=O)cc1,411,toluene,https://doi.org/10.1016/1010-6030(94)03921-G,DBtag:5791,263.1310142,3.017
513,c1ccc(-c2pc3ccccc3s2)cc1,330,acetonitrile,http://dx.doi.org/10.1021/jo400947u,DBtag:7436,228.0162579,3.757
514,C(#Cc1ncnc2ccccc12)c1ccc(N(c2ccccc2)c2ccccc2)cc1,411,dichloromethane,http://dx.doi.org/10.1021/jo501305h,DBtag:7810,397.1578976,3.017
515,CN(C)c1ccc2nc(-c3ccc(C(=O)OC(C)(C)C)cc3)sc2c1,393,methanol,https://doi.org/10.1016/j.jphotochem.2019.03.021,DBtag:1943,354.1401989,3.155
516,Nc1ccc2cc3ccccc3cc2c1,397.6143141,cyclohexane,https://doi.org/10.1016/S1386-1425(02)00207-X,DBtag:4490,193.0891494,3.118
517,Cc1cc2cc(C)c3c4ccccc4[nH]c3c2s1,312,dichloromethane,10.1021/ja803954e,DBtag:10016,251.0768704,3.974
518,Cc1ccc(C(=O)/C=C2\C(=O)Nc3ccccc32)cc1,332,hexane,https://doi.org/10.1016/j.molstruc.2011.12.043,DBtag:11260,263.0946287,3.734
519,FC(F)(F)c1ccc(-c2cc3ccccc3p2-c2ccccc2)cc1,329,tetrahydrofuran,doi/10.1021/ol800841v,DBtag:9412,354.0785217,3.769
520,CCOc1ccc(-c2ccc(/N=N/c3nccs3)s2)s1,531,dimethylsulfoxide,set-ref-8,4c,321.006425,2.335
521,O=[N+]([O-])c1ccc(/C=C/c2cn(S(=O)(=O)c3ccccc3)c3ccccc23)cc1,357,n-heptane,DOI: 10.1002/poc.1222,DBtag:3509,404.083078,3.473
522,Cn1cc(/C=C/C(=O)c2ccccc2)c2ccccc21,391.7096019,methanol,doi:10.1016/j.jlumin.2011.04.008,DBtag:5744,261.1153641,3.165
523,CCCN1c2ccccc2Sc2cc(/C=C\c3cc(=O)oc4ccccc34)ccc21,424,chloroform,https://doi.org/10.1016/j.dyepig.2015.04.018,DBtag:10501,411.1292999,2.924
524,Cc1ccc(C#Cc2ccc3ccc4cccc5ccc2c3c45)cc1,362,hexane,https://doi.org/10.1016/j.jlumin.2018.06.070,DBtag:9572,316.1252005,3.425
525,c1ccc(-n2c3ccccc3c3cc(-c4cccc(-n5c6cccnc6c6c7sc8ccccc8c7ccc65)c4)ccc32)cc1,365,dichloromethane,DOI: 10.1021/acsami.7b04987,DBtag:6565,591.1769188,3.397
526,COc1cccc2cc(C)c3c4ccccc4[nH]c3c12,360,dichloromethane,10.1021/ja803954e,DBtag:10002,261.1153641,3.444
527,CN(C)c1ccc(C#Cc2ccc3ccc4ccc(C#Cc5ccc(N(C)C)cc5)c5ccc2c3c45)cc1,426,ethanol,10.1021/jo900588e,DBtag:8441,488.2252489,2.91
528,COC(=O)C(Cc1ccc2oc(-c3ccc(-n4c5ccccc5c5ccccc54)cc3)nc2c1)NC(=O)OC(C)(C)C,339.6969903,methanol,DOI: 10.1039/c2pp25114k,DBtag:3086,561.2263711,3.65
529,O=C1c2cc3ccccc3cc2C2=Nc3ccc4ccccc4[n+]3[B-](F)(F)N12,419,dichloromethane,DOI: 10.1039/c4cs00030g,DBtag:3328,371.1041488,2.959
530,N#Cc1ccc(-c2nc(-c3ccccc3)c(-c3ccccc3)[nH]2)cc1,339,methanol,doi:10.1016/j.snb.2006.10.066,DBtag:4665,321.1265975,3.657
531,CCCCN(CCCC)c1ccc2nc3c4ccccc4c(=O)c(-c4ccc5c(c4)C(CCCC)(CCCC)c4ccccc4-5)c-3oc2c1,551,dichloromethane,http://dx.doi.org/10.1016/j.tet.2013.02.083,DBtag:4178,650.3872288,2.25
532,CCCn1c(/N=N/c2ccc3ncsc3c2)ccc1-c1cccs1,464,dimethylsulfoxide,set-ref-10,7a,352.0816385,2.672
533,O=S1(=O)C2=C(c3ccccc31)C1(c3ccccc32)c2ccccc2-c2sc3ccccc3c21,360,dichloromethane,DOI: 10.1021/acs.orglett.7b02337,DBtag:2424,460.0591718,3.444
534,O=c1c2cc(S(=O)(=O)O)ccc2[nH]c2ccc(S(=O)(=O)O)cc12,399,dimethylsulfoxide,https://doi.org/10.1016/j.dyepig.2019.03.028,DBtag:8612,354.9820436,3.107
535,CCC1(CC)c2ccccc2-c2c1c1c(c3c2C(CC)(CC)c2cc(/C=C/c4cccs4)ccc2-3)C(CC)(CC)c2ccccc2-1,382,tetrahydrofuran,https://doi.org/10.1016/j.saa.2011.04.029,DBtag:11710,618.3320225,3.246
536,CC1=C(c2ccc(-c3nc(-c4ccccc4)c(-c4ccccc4)[nH]3)cc2)S[C@]2(C)C1=C1C(=C3c4ccccc4C(C)[C@]32C)C(F)(F)C(F)(F)C1(F)F,589,tetrahydrofuran,10.1021/jo010267w,DBtag:6127,722.2190393,2.105
537,COc1ccc2c(c1)N(c1ccccc1-c1ccccc1)c1cc3c(cc1=N2)Oc1c(cc(C(C)(C)C)cc1C(C)(C)C)N=3,552,methanol,https://doi.org/10.1016/j.dyepig.2017.11.009,DBtag:1809,579.2885774,2.246
538,COc1ccc(/C=C/c2cc(/C=C/c3ccc(OC)cc3)nc(/C=C/c3ccc(C(F)(F)F)cc3)n2)cc1,370,dichloromethane,DOI: 10.1021/acs.joc.8b01653,DBtag:2253,514.1868127,3.351
539,C#CCNC1=C2C=CC=[N+]2[B-](F)(F)n2cccc21,404,dimethylformamide,https://doi.org/10.1016/j.molliq.2019.04.058,DBtag:4074,245.0935842,3.069
540,F[B-]1(F)n2c(-c3cccs3)cc(-c3cccs3)c2N=C2C(c3cccs3)=CC(c3cccs3)=[N+]21,742,dichloromethane,DOI: 10.1039/c4cs00030g,DBtag:3289,521.0131683,1.671
541,N#Cc1c(N)nc(N)c(C#N)c1-c1ccccc1O,368,tetrahydrofuran,set-ref-6,6l,251.0807099,3.369
542,O=C1NC(=O)c2ccc(N3CCOCC3)c3cccc1c23,394,chloroform,doi:10.1016/j.dyepig.2004.05.011,DBtag:165,282.1004423,3.147
543,CCOC(=O)/N=c1/oc2cc(OC)ccc2cc1C#N,370,dichloromethane,doi:10.1016/j.dyepig.2006.01.001,DBtag:902,272.0797069,3.351
544,O=c1oc2ccc3ccccc3c2nc1-c1ccc(Cl)cc1,404,benzene,https://doi.org/10.1016/j.jphotochem.2008.06.014,DBtag:12784,307.0400062,3.069
545,O=C(/C=C/c1ccccc1)c1ccccc1,302,cyclohexane,photochemCAD,trans-chalcone,208.088815,4.105
546,CCCCn1c2ccc(-c3cccs3)cc2c2c1c1c3ccc(-c4cccs4)cc3n(CCCC)c1c1c3ccc(-c4cccs4)cc3n(CCCC)c21,337,tetrahydrofuran,http://dx.doi.org/10.1016/j.saa.2012.08.008,DBtag:9644,759.2775614,3.679
547,c1ccc(N(c2ccccc2)c2ccc(-c3ccc(-c4ccc(-c5ccc(-c6ccc(N(c7ccccc7)c7ccccc7)cc6)s5)c5nsnc45)s3)cc2)cc1,530,chloroform,https://doi.org/10.1016/j.jphotochem.2012.01.011,DBtag:5376,786.1945601,2.339
548,C1=Cc2nc1c(-c1cccs1)c1ccc([nH]1)c(-c1cccs1)c1nc(c(-c3cccs3)c3ccc([nH]3)c2-c2cccs2)C=C1,661,dimethylformamide,http://dx.doi.org/10.1016/j.dyepig.2012.09.011,DBtag:650,638.0727307,1.876
549,O=C(O)CCCOc1cccc(-c2c3nc(cc4ccc([nH]4)c(-c4cccc(OCCCC(=O)O)c4)c4nc(cc5ccc2[nH]5)C=C4)C=C3)c1,630,dimethylsulfoxide,https://doi.org/10.1016/j.ejmech.2018.10.005,DBtag:11069,666.2478348,1.968
550,COc1c2ccccc2c(OC)c2c1c1c(F)cccc1n2C,403,cyclohexane,http://dx.doi.org/10.1016/j.dyepig.2016.08.012,DBtag:850,309.116507,3.077
