,SMILES,lambda_max_exp_nm,solvent,reference,description,mol_wt,abs_max_ev
2577,N#CSc1ccc2n1[B-](F)(F)[N+]1=C(N3CCOCC3)C=CC1=C2c1ccccc1,492,hexane,https://doi.org/10.1016/j.dyepig.2018.01.043,DBtag:10608,410.118419,2.52
2578,N#CSC1=CC2=C(c3ccccc3)c3ccc(SC#N)n3[B-](F)(F)[N+]2=C1N1CCOCC1,560,hexane,https://doi.org/10.1016/j.dyepig.2018.01.043,DBtag:10613,467.085739,2.214
2579,COc1ccc2n1[B-](F)(F)[N+]1=C(SC#N)C=CC1=C2c1ccccc1,517,hexane,https://doi.org/10.1016/j.dyepig.2018.01.043,DBtag:10618,355.0762198,2.398
2580,CCCSc1ccc2n1[B-](F)(F)[N+]1=C(SC#N)C=CC1=C2c1ccccc1,555,hexane,https://doi.org/10.1016/j.dyepig.2018.01.043,DBtag:10623,399.0846764,2.234
2581,N#CSC1=CC2=C(c3ccccc3)c3ccc(N4CCOCC4)n3[B-](F)(F)[N+]2=C1N1CCOCC1,520,hexane,https://doi.org/10.1016/j.dyepig.2018.01.043,DBtag:10628,495.1711828,2.384
2582,N#CSC1=CC2=C(c3ccccc3)c3cc(SC#N)c(N4CCOCC4)n3[B-](F)(F)[N+]2=C1N1CCOCC1,599,hexane,https://doi.org/10.1016/j.dyepig.2018.01.043,DBtag:10633,552.1385028,2.07
2583,COC1=[N+]2C(=C(c3ccccc3)c3ccc(OC)n3[B-]2(F)F)C=C1SC#N,514,hexane,https://doi.org/10.1016/j.dyepig.2018.01.043,DBtag:10638,385.0867845,2.412
2584,COC1=[N+]2C(=C(c3ccccc3)c3cc(SC#N)c(OC)n3[B-]2(F)F)C=C1SC#N,518,hexane,https://doi.org/10.1016/j.dyepig.2018.01.043,DBtag:10643,442.0541045,2.394
2585,CCCSC1=[N+]2C(=C(c3ccccc3)c3ccc(SCCC)n3[B-]2(F)F)C=C1SC#N,556,hexane,https://doi.org/10.1016/j.dyepig.2018.01.043,DBtag:10648,473.1036975,2.23
2586,F[B-]1(F)n2c(Cl)ccc2C(c2c(Cl)cccc2Cl)=C2C=CC(NCc3ccccc3)=[N+]21,523,hexane,https://doi.org/10.1016/j.dyepig.2018.01.043,DBtag:10653,475.0392674,2.371
2587,F[B-]1(F)n2c(NCc3ccccc3)ccc2C(c2c(Cl)cccc2Cl)=C2C=CC(NCc3ccccc3)=[N+]21,581,hexane,https://doi.org/10.1016/j.dyepig.2018.01.043,DBtag:10658,546.1360889,2.134
2588,N#CSC1=CC2=C(c3c(Cl)cccc3Cl)c3cc(SC#N)c(NCc4ccccc4)n3[B-](F)(F)[N+]2=C1NCc1ccccc1,644,hexane,https://doi.org/10.1016/j.dyepig.2018.01.043,DBtag:10663,660.0707289,1.925
2589,CCc1c(C)c2n(c1C)[B-](F)(F)[N+]1=C(NCc3ccc(OC)cc3)C=CC1=C2C,534,hexane,https://doi.org/10.1016/j.dyepig.2018.01.043,DBtag:10668,397.2136993,2.322
2590,CCc1c(C)c2n(c1C)[B-](F)(F)[N+]1=C(NCc3ccc(OC)cc3)C(SC#N)=CC1=C2C,572,hexane,https://doi.org/10.1016/j.dyepig.2018.01.043,DBtag:10673,454.1810193,2.168
2591,CCCCCCN1C(=O)c2cccc3c(-c4ccc(-c5cc(-c6ccccc6)nn5-c5ccccc5)s4)ccc(c23)C1=O,388,dichloromethane,https://doi.org/10.1016/j.saa.2013.07.073,DBtag:10674,581.2136982,3.195
2592,CCCCCCN1C(=O)c2cccc3c(-c4ccc(-c5cc(-c6ccc(C)cc6)nn5-c5ccccc5)s4)ccc(c23)C1=O,389,dichloromethane,https://doi.org/10.1016/j.saa.2013.07.073,DBtag:10675,595.2293483,3.187
2593,CCCCCCN1C(=O)c2cccc3c(-c4ccc(-c5cc(-c6ccc(Cl)cc6)nn5-c5ccccc5)s4)ccc(c23)C1=O,389,dichloromethane,https://doi.org/10.1016/j.saa.2013.07.073,DBtag:10676,615.1747259,3.187
2594,CCCCCCN1C(=O)c2cccc3c(-c4ccc(-c5cc(-c6cccc7ccccc67)nn5-c5ccccc5)s4)ccc(c23)C1=O,389,dichloromethane,https://doi.org/10.1016/j.saa.2013.07.073,DBtag:10677,631.2293483,3.187
2595,CCCCCCN1C(=O)c2cccc3c(-c4ccc(-c5cc(-c6ccccc6)n(-c6ccccc6)n5)s4)ccc(c23)C1=O,400,dichloromethane,https://doi.org/10.1016/j.saa.2013.07.073,DBtag:10678,581.2136982,3.1
2596,CCCCCCN1C(=O)c2cccc3c(-c4ccc(-c5cc(-c6ccc(C)cc6)n(-c6ccccc6)n5)s4)ccc(c23)C1=O,402,dichloromethane,https://doi.org/10.1016/j.saa.2013.07.073,DBtag:10679,595.2293483,3.084
2597,CCCCCCN1C(=O)c2cccc3c(-c4ccc(-c5cc(-c6ccc(Cl)cc6)n(-c6ccccc6)n5)s4)ccc(c23)C1=O,402,dichloromethane,https://doi.org/10.1016/j.saa.2013.07.073,DBtag:10680,615.1747259,3.084
2598,CCCCCCN1C(=O)c2cccc3c(-c4ccc(-c5cc(-c6ccc(OC)cc6)n(-c6ccccc6)n5)s4)ccc(c23)C1=O,403,dichloromethane,https://doi.org/10.1016/j.saa.2013.07.073,DBtag:10681,611.2242629,3.077
2599,Oc1cccc(/N=C/c2ccccc2Oc2ccccc2)c1,320,hexane,https://doi.org/10.1016/j.molliq.2017.07.070,DBtag:10691,289.1102787,3.875
2600,Oc1ccccc1/N=C/c1ccccc1Oc1ccccc1,367,hexane,https://doi.org/10.1016/j.molliq.2017.07.070,DBtag:10747,289.1102787,3.378
2601,O=C1/C(=C\c2ccc3oc4ccccc4c3c2)S(=O)(=O)c2ccccc21,373,toluene,https://doi.org/10.1016/j.saa.2018.05.101,DBtag:10784,360.0456299,3.324
2602,CCn1c2ccccc2c2cc(/C=C3\C(=O)c4ccccc4S3(=O)=O)ccc21,453,toluene,https://doi.org/10.1016/j.saa.2018.05.101,DBtag:10795,387.0929144,2.737
2603,O=C1/C(=C\c2ccc(N(c3ccccc3)c3ccccc3)cc2)S(=O)(=O)c2ccccc21,485,toluene,https://doi.org/10.1016/j.saa.2018.05.101,DBtag:10817,437.1085645,2.556
2604,CCCN(c1ccccc1)c1ccc2c(c1)C(CC)(CC)c1cc(/C=C/c3ccc(/C=C(\C#N)C(=O)O)s3)ccc1-2,480,dichloromethane,https://doi.org/10.1016/j.dyepig.2017.07.069,DBtag:10844,558.2340993,2.583
2605,CCCCN(c1ccccc1)c1ccc2c(c1)C(CC)(CC)c1cc(/C=C/c3ccc(/C=C(\C#N)C(=O)O)s3)ccc1-2,486,dichloromethane,https://doi.org/10.1016/j.dyepig.2017.07.069,DBtag:10852,572.2497494,2.551
2606,CCCCCN(c1ccccc1)c1ccc2c(c1)C(CC)(CC)c1cc(/C=C/c3ccc(/C=C(\C#N)C(=O)O)s3)ccc1-2,470,dichloromethane,https://doi.org/10.1016/j.dyepig.2017.07.069,DBtag:10860,586.2653995,2.638
2607,CCCCCCN(c1ccccc1)c1ccc2c(c1)C(CC)(CC)c1cc(/C=C/c3ccc(/C=C(\C#N)C(=O)O)s3)ccc1-2,479,dichloromethane,https://doi.org/10.1016/j.dyepig.2017.07.069,DBtag:10868,600.2810495,2.588
2608,CCN(CC)c1ccc(-c2ccc(-c3nc(N4CCOCC4)c4ccccc4n3)s2)cc1,405,toluene,DOI: 10.1016/j.mencom.2018.01.002,DBtag:10876,444.1983825,3.061
2609,CCN(CC)c1ccc(-c2ccc(-c3nc(C#N)c4ccccc4n3)s2)cc1,402,toluene,DOI: 10.1016/j.mencom.2018.01.002,DBtag:10878,384.1408676,3.084
2610,CCN(CC)c1ccc(-c2ccc(-c3nc4ccccc4c(=O)[nH]3)s2)cc1,410,toluene,DOI: 10.1016/j.mencom.2018.01.002,DBtag:10880,375.1405333,3.024
2611,Cc1cc(O)c(C(C)C)cc1/N=C/c1ccc(O)cc1,339,cyclohexane,https://doi.org/10.1016/j.jlumin.2018.02.007,DBtag:10883,269.1415788,3.657
2612,COc1ccc(/C=N/c2cc(C(C)C)c(O)cc2C)cc1,340,cyclohexane,https://doi.org/10.1016/j.jlumin.2018.02.007,DBtag:10900,283.1572289,3.647
2613,Cc1ccc(/C=N/c2cc(C(C)C)c(O)cc2C)cc1,341,cyclohexane,https://doi.org/10.1016/j.jlumin.2018.02.007,DBtag:10917,267.1623143,3.636
2614,CCc1ccc(/C=N/c2cc(C(C)C)c(O)cc2C)cc1,344,cyclohexane,https://doi.org/10.1016/j.jlumin.2018.02.007,DBtag:10934,281.1779644,3.604
2615,Cc1cc(O)c(C(C)C)cc1/N=C/c1ccc(C(F)(F)F)cc1,355,cyclohexane,https://doi.org/10.1016/j.jlumin.2018.02.007,DBtag:10951,321.1340489,3.493
2616,Cc1cc(O)c(C(C)C)cc1/N=C/c1ccc([N+](=O)[O-])cc1,402,tetrahydrofuran,https://doi.org/10.1016/j.jlumin.2018.02.007,DBtag:10970,298.1317424,3.084
2617,CN(C)c1ccc(/C=C/C=C/c2ccc(C#N)cc2)cc1,402,acetonitrile,https://doi.org/10.1016/j.cplett.2004.10.154,DBtag:10989,274.1469986,3.084
2618,Cc1cc(N(C)C)cc(C)c1/C=C/C=C/c1ccc(C#N)cc1,390,hexane,https://doi.org/10.1016/j.cplett.2004.10.154,DBtag:10990,302.1782987,3.179
2619,CCOC(=O)CSc1nc(-c2ccccc2)c(C)c(C#N)c1C#N,372,benzene,https://doi.org/10.1016/j.tet.2019.130465,DBtag:11006,337.0884977,3.333
2620,CCOC(=O)c1sc2nc(-c3ccccc3)c(C)c(C#N)c2c1N,418,benzene,https://doi.org/10.1016/j.tet.2019.130465,DBtag:11007,337.0884977,2.966
2621,CCOC(=O)CSc1nc(C)c(C)c(C#N)c1C#N,358,benzene,https://doi.org/10.1016/j.tet.2019.130465,DBtag:11018,275.0728477,3.463
2622,CCOC(=O)c1sc2nc(C)c(C)c(C#N)c2c1N,406,benzene,https://doi.org/10.1016/j.tet.2019.130465,DBtag:11019,275.0728477,3.054
2623,CCOC(=O)CSc1nc(C)c(CC)c(C#N)c1C#N,357,benzene,https://doi.org/10.1016/j.tet.2019.130465,DBtag:11020,289.0884977,3.473
2624,CCOC(=O)c1sc2nc(C)c(CC)c(C#N)c2c1N,412,benzene,https://doi.org/10.1016/j.tet.2019.130465,DBtag:11021,289.0884977,3.009
2625,CCOC(=O)CSc1nc2c(c(C#N)c1C#N)CCCC2,364,benzene,https://doi.org/10.1016/j.tet.2019.130465,DBtag:11022,301.0884977,3.406
2626,CCOC(=O)c1sc2nc3c(c(C#N)c2c1N)CCCC3,420,benzene,https://doi.org/10.1016/j.tet.2019.130465,DBtag:11023,301.0884977,2.952
2627,CCOC(=O)CSc1nc2c(c(C#N)c1C#N)CCCCCC2,360,benzene,https://doi.org/10.1016/j.tet.2019.130465,DBtag:11024,329.1197978,3.444
2628,CCOC(=O)c1sc2nc3c(c(C#N)c2c1N)CCCCCC3,410,benzene,https://doi.org/10.1016/j.tet.2019.130465,DBtag:11025,329.1197978,3.024
2629,CCOC(=O)CSc1nc(-c2ccc(OC)cc2)c(C)c(C#N)c1C#N,374,benzene,https://doi.org/10.1016/j.tet.2019.130465,DBtag:11026,367.0990624,3.315
2630,CCOC(=O)c1sc2nc(-c3ccc(OC)cc3)c(C)c(C#N)c2c1N,417,benzene,https://doi.org/10.1016/j.tet.2019.130465,DBtag:11027,367.0990624,2.973
2631,Cc1ccccc1/C(C#N)=C/c1ccc(N(C)C)cc1,364,hexane,https://doi.org/10.1016/j.molstruc.2015.05.048,DBtag:11032,262.1469986,3.406
2632,CC(=O)Nc1ccc(O)cc1,293,tetrahydrofuran,https://doi.org/10.1016/j.bpc.2008.09.004,DBtag:11047,151.0633285,4.232
2633,CN(C)c1ccc(C#Cc2cc(C#Cc3ccc(N(C)C)cc3)c3ccc4c(C#Cc5ccc(C(F)(F)F)cc5)cc(C#Cc5ccc(N(C)C)cc5)c5ccc2c3c54)cc1,506,dichloromethane,https://doi.org/10.1016/j.tet.2011.12.066,DBtag:11056,799.3174329,2.45
2634,CN(C)c1ccc(C#Cc2cc(C#Cc3ccc(N(C)C)cc3)c3ccc4c(C#Cc5ccc(N(C)C)cc5)cc(C#Cc5ccc(N(C)C)cc5)c5ccc2c3c54)cc1,508,dichloromethane,https://doi.org/10.1016/j.tet.2011.12.066,DBtag:11057,774.3722475,2.441
2635,Cc1ccc(C)n1-c1ccc(C#N)cc1,275,hexane,https://doi.org/10.1016/j.cplett.2005.06.088,DBtag:11058,196.1000484,4.509
2636,Cc1ccc(C)n1-c1cccc(C#N)c1,259,hexane,https://doi.org/10.1016/j.cplett.2005.06.088,DBtag:11063,196.1000484,4.787
2637,O=C(O)COc1cccc(-c2c3nc(cc4ccc([nH]4)c(-c4cccc(OCC(=O)O)c4)c4nc(cc5ccc2[nH]5)C=C4)C=C3)c1,630,dimethylsulfoxide,https://doi.org/10.1016/j.ejmech.2018.10.005,DBtag:11068,610.1852346,1.968
2638,O=C(O)CCCOc1cccc(-c2c3nc(cc4ccc([nH]4)c(-c4cccc(OCCCC(=O)O)c4)c4nc(cc5ccc2[nH]5)C=C4)C=C3)c1,630,dimethylsulfoxide,https://doi.org/10.1016/j.ejmech.2018.10.005,DBtag:11069,666.2478348,1.968
2639,COc1ccc(-c2c3nc(cc4ccc([nH]4)c(-c4ccc(OC)c(OCC(=O)O)c4)c4nc(cc5ccc2[nH]5)C=C4)C=C3)cc1OCC(=O)O,633,dimethylsulfoxide,https://doi.org/10.1016/j.ejmech.2018.10.005,DBtag:11070,670.2063639,1.959
2640,COc1ccc(-c2c3nc(cc4ccc([nH]4)c(-c4ccc(OC)c(OCCCC(=O)O)c4)c4nc(cc5ccc2[nH]5)C=C4)C=C3)cc1OCCCC(=O)O,634,dimethylsulfoxide,https://doi.org/10.1016/j.ejmech.2018.10.005,DBtag:11071,726.2689642,1.956
2641,O=C(O)COc1cccc(-c2c3nc(cc4ccc([nH]4)c(-c4cccc(OCC(=O)O)c4)c4nc(cc5ccc2[nH]5)CC4)C=C3)c1,644,dimethylsulfoxide,https://doi.org/10.1016/j.ejmech.2018.10.005,DBtag:11072,612.2008846,1.925
2642,O=C(O)CCCOc1cccc(-c2c3nc(cc4ccc([nH]4)c(-c4cccc(OCCCC(=O)O)c4)c4nc(cc5ccc2[nH]5)CC4)C=C3)c1,645,dimethylsulfoxide,https://doi.org/10.1016/j.ejmech.2018.10.005,DBtag:11073,668.2634849,1.922
2643,COc1ccc(-c2c3nc(cc4ccc([nH]4)c(-c4ccc(OC)c(OCC(=O)O)c4)c4nc(cc5ccc2[nH]5)CC4)C=C3)cc1OCC(=O)O,644,dimethylsulfoxide,https://doi.org/10.1016/j.ejmech.2018.10.005,DBtag:11074,672.222014,1.925
2644,COc1ccc(-c2c3nc(cc4ccc([nH]4)c(-c4ccc(OC)c(OCCCC(=O)O)c4)c4nc(cc5ccc2[nH]5)CC4)C=C3)cc1OCCCC(=O)O,644,dimethylsulfoxide,https://doi.org/10.1016/j.ejmech.2018.10.005,DBtag:11075,728.2846142,1.925
2645,O=C(O)COc1cccc(-c2c3nc(cc4ccc([nH]4)c(-c4cccc(OCC(=O)O)c4)c4nc(cc5ccc2[nH]5)CC4)CC3)c1,736,dimethylsulfoxide,https://doi.org/10.1016/j.ejmech.2018.10.005,DBtag:11076,614.2165347,1.685
2646,O=C(O)CCCOc1cccc(-c2c3nc(cc4ccc([nH]4)c(-c4cccc(OCCCC(=O)O)c4)c4nc(cc5ccc2[nH]5)CC4)CC3)c1,736,dimethylsulfoxide,https://doi.org/10.1016/j.ejmech.2018.10.005,DBtag:11077,670.2791349,1.685
2647,COc1ccc(-c2c3nc(cc4ccc([nH]4)c(-c4ccc(OC)c(OCC(=O)O)c4)c4nc(cc5ccc2[nH]5)CC4)CC3)cc1OCC(=O)O,736,dimethylsulfoxide,https://doi.org/10.1016/j.ejmech.2018.10.005,DBtag:11078,674.237664,1.685
2648,COc1ccc(-c2c3nc(cc4ccc([nH]4)c(-c4ccc(OC)c(OCCCC(=O)O)c4)c4nc(cc5ccc2[nH]5)CC4)CC3)cc1OCCCC(=O)O,736,dimethylsulfoxide,https://doi.org/10.1016/j.ejmech.2018.10.005,DBtag:11079,730.3002643,1.685
2649,CN(C)c1ccc(/C=C/c2ccc(C#N)cc2)cc1,378,hexane,https://doi.org/10.1016/j.chemphys.2006.05.019,DBtag:11080,248.1313485,3.28
2650,CN(C)c1ccc(C=C/C=C/C=C/c2ccc(C#N)cc2)cc1,412,hexane,https://doi.org/10.1016/j.chemphys.2006.05.019,DBtag:11088,300.1626486,3.009
2651,COc1cc(OC)cc(-c2ccc(C3=CC(c4ccccc4)=C(c4ccccc4)C3)cc2)c1,366,dichloromethane,https://doi.org/10.1016/j.dyepig.2017.08.035,DBtag:11095,430.1932801,3.388
2652,COc1cc(OC)cc(C2=CC(c3ccccc3)=C(c3ccccc3)C2)c1,355,dichloromethane,https://doi.org/10.1016/j.dyepig.2017.08.035,DBtag:11096,354.1619799,3.493
2653,COc1cc(C2=CC(c3ccccc3)=C(c3ccccc3)C2)cc(OC)c1OC,360,dichloromethane,https://doi.org/10.1016/j.dyepig.2017.08.035,DBtag:11097,384.1725446,3.444
2654,COc1ccc2ccccc2c1C1=CC(c2ccccc2)=C(c2ccccc2)C1,340,dichloromethane,https://doi.org/10.1016/j.dyepig.2017.08.035,DBtag:11098,374.1670653,3.647
2655,COc1ccc(C2=CC(c3ccccc3)=C(c3ccccc3)C2)c2ccccc12,354,dichloromethane,https://doi.org/10.1016/j.dyepig.2017.08.035,DBtag:11099,374.1670653,3.502
2656,N#Cc1ccc2nc3[nH]c(=O)[nH]c(=O)c3nc2c1,387,"1,2-dichloroethane",https://doi.org/10.1016/j.theochem.2004.11.058,DBtag:11105,239.0443244,3.204
2657,N#Cc1ccc2nc3c(=O)[nH]c(=O)[nH]c3nc2c1,398,"1,2-dichloroethane",https://doi.org/10.1016/j.theochem.2004.11.058,DBtag:11106,239.0443244,3.115
2658,CCN(CC)c1ccc2cc(/C=C/C(=O)c3cc4ccc(N(CC)CC)cc4oc3=O)c(=O)oc2c1,481,tetrahydrofuran,https://doi.org/10.1016/j.dyepig.2018.01.004,DBtag:11112,486.2154721,2.578
2659,CN1C(=O)c2cccc3c(-n4c5ccccc5c5ccccc54)ccc(c23)C1=O,402,hexane,https://doi.org/10.1016/j.dyepig.2008.04.005,DBtag:11121,376.1211778,3.084
2660,O=C1c2cccc3c(-n4c5ccccc5c5ccccc54)ccc(c23)C(=O)N1C1CCCCC1,399,hexane,https://doi.org/10.1016/j.dyepig.2008.04.005,DBtag:11125,444.183778,3.107
2661,O=C1c2cccc3c(-n4c5ccccc5c5ccccc54)ccc(c23)C(=O)N1c1ccccc1,403,hexane,https://doi.org/10.1016/j.dyepig.2008.04.005,DBtag:11129,438.1368278,3.077
2662,N#Cc1cccc(N)c1,309.1905052,hexane,https://doi.org/10.1016/S0009-2614(99)00316-4,DBtag:11144,118.0530982,4.01
2663,CN(C)c1cccc(C#N)c1,330.4387569,hexane,https://doi.org/10.1016/S0009-2614(99)00316-4,DBtag:11145,146.0843983,3.752
2664,CCOC(=O)c1cccc(N)c1,315.0485437,hexane,https://doi.org/10.1016/S0009-2614(99)00316-4,DBtag:11146,165.0789786,3.935
2665,CCOC(=O)c1cccc(N(C)C)c1,334.6153846,hexane,https://doi.org/10.1016/S0009-2614(99)00316-4,DBtag:11147,193.1102787,3.705
2666,N#Cc1ccc(N)cc1,260.9860012,hexane,https://doi.org/10.1016/S0009-2614(99)00316-4,DBtag:11148,118.0530982,4.751
2667,CN(C)c1ccc(C#N)cc1,280.2559415,hexane,https://doi.org/10.1016/S0009-2614(99)00316-4,DBtag:11149,146.0843983,4.424
2668,CCOC(=O)c1ccc(N)cc1,269.6601942,hexane,https://doi.org/10.1016/S0009-2614(99)00316-4,DBtag:11150,165.0789786,4.598
2669,c1ccc2c(-n3c4ccccc4c4ccccc43)cccc2c1,321,cyclohexane,https://doi.org/10.1016/j.cplett.2005.12.092,DBtag:11176,293.1204495,3.862
2670,c1ccc2cc(-n3c4ccccc4c4ccccc43)ccc2c1,318,cyclohexane,https://doi.org/10.1016/j.cplett.2005.12.092,DBtag:11185,293.1204495,3.899
2671,c1ccc2c(-n3cnc4ccccc43)cccc2c1,283,cyclohexane,https://doi.org/10.1016/j.cplett.2005.12.092,DBtag:11194,244.1000484,4.381
2672,c1ccc2cc(-n3cnc4ccccc43)ccc2c1,275,cyclohexane,https://doi.org/10.1016/j.cplett.2005.12.092,DBtag:11203,244.1000484,4.509
2673,CC(=O)c1nc(-c2ccc(C)cc2)oc1C,272,hexane,https://doi.org/10.1016/j.saa.2012.10.005,DBtag:11212,215.0946287,4.558
2674,COc1ccc(-c2nc(C(C)=O)c(C)o2)cc1,278,hexane,https://doi.org/10.1016/j.saa.2012.10.005,DBtag:11218,231.0895433,4.46
2675,CC(=O)c1nc(-c2ccc(N(C)C)cc2)oc1C,315,hexane,https://doi.org/10.1016/j.saa.2012.10.005,DBtag:11224,244.1211778,3.936
2676,CC(=O)c1nc(-c2ccc(N(c3ccccc3)c3ccccc3)cc2)oc1C,324,hexane,https://doi.org/10.1016/j.saa.2012.10.005,DBtag:11230,368.1524779,3.827
2677,O=C1Nc2ccccc2/C1=C/C(=O)c1ccccc1,333,hexane,https://doi.org/10.1016/j.molstruc.2011.12.043,DBtag:11236,249.0789786,3.723
2678,O=C1Nc2ccccc2/C1=C/C(=O)c1ccc(O)cc1,331,hexane,https://doi.org/10.1016/j.molstruc.2011.12.043,DBtag:11248,265.0738932,3.746
2679,Cc1ccc(C(=O)/C=C2\C(=O)Nc3ccccc32)cc1,332,hexane,https://doi.org/10.1016/j.molstruc.2011.12.043,DBtag:11260,263.0946287,3.734
2680,Cc1ccc(C(=O)/C=C2\C(=O)Nc3ccccc32)cc1C,333,hexane,https://doi.org/10.1016/j.molstruc.2011.12.043,DBtag:11272,277.1102787,3.723
2681,COc1ccc(C(=O)/C=C2\C(=O)Nc3ccccc32)cc1,339,dichloromethane,https://doi.org/10.1016/j.molstruc.2011.12.043,DBtag:11286,279.0895433,3.657
2682,COc1ccc(C(=O)/C=C2\C(=O)Nc3ccccc32)c(OC)c1,333,hexane,https://doi.org/10.1016/j.molstruc.2011.12.043,DBtag:11294,309.100108,3.723
2683,O=C1Nc2ccccc2/C1=C/C(=O)c1ccc(Cl)cc1,334,hexane,https://doi.org/10.1016/j.molstruc.2011.12.043,DBtag:11306,283.0400062,3.712
2684,O=C1Nc2ccccc2/C1=C/C(=O)c1ccc(Cl)cc1Cl,334,hexane,https://doi.org/10.1016/j.molstruc.2011.12.043,DBtag:11318,317.0010339,3.712
2685,O=C1Nc2ccccc2/C1=C/C(=O)c1ccc([N+](=O)[O-])cc1,340,hexane,https://doi.org/10.1016/j.molstruc.2011.12.043,DBtag:11330,294.0640568,3.647
2686,O=C(/C=C/c1ccc(O)c(O)c1)O[C@H](Cc1ccc(O)c(O)c1)C(=O)O,325,water,https://doi.org/10.1016/j.jlumin.2016.02.011,DBtag:11341,360.0845175,3.815
2687,CN(C)c1ccc2cc(C(/C=C/c3c[nH]c4ccccc34)=C(C#N)C#N)c(=O)oc2c1,446,dichloromethane,https://doi.org/10.1016/j.molstruc.2017.06.079,DBtag:11350,406.1429758,2.78
2688,O=C(O)CCNc1cccc2ccccc12,330,ethanol,https://doi.org/10.1016/j.tet.2007.09.042,DBtag:11360,215.0946287,3.757
2689,COC(=O)C(C)NC(=O)CCNc1cccc2ccccc12,331,ethanol,https://doi.org/10.1016/j.tet.2007.09.042,DBtag:11361,300.1473925,3.746
2690,COC(=O)C(NC(=O)CCNc1cccc2ccccc12)C(C)C,330,ethanol,https://doi.org/10.1016/j.tet.2007.09.042,DBtag:11362,328.1786926,3.757
2691,COC(=O)CNC(=O)CCNc1cccc2ccccc12,330,ethanol,https://doi.org/10.1016/j.tet.2007.09.042,DBtag:11363,286.1317424,3.757
2692,COC(=O)C(NC(=O)CCNc1cccc2ccccc12)c1ccccc1,330,ethanol,https://doi.org/10.1016/j.tet.2007.09.042,DBtag:11364,362.1630426,3.757
2693,COC(=O)CCC(NC(=O)CCNc1cccc2ccccc12)C(=O)OC,330,ethanol,https://doi.org/10.1016/j.tet.2007.09.042,DBtag:11365,372.1685219,3.757
2694,COC(=O)C(CCCCNC(=O)CCNc1cccc2ccccc12)NC(C)=O,330,ethanol,https://doi.org/10.1016/j.tet.2007.09.042,DBtag:11366,399.2158064,3.757
2695,CC1(C)CC(=O)C2=C(C1)Oc1ccc3ccccc3c1C2c1ccccn1,275,methanol,https://doi.org/10.1016/j.jphotochem.2013.11.014,DBtag:11400,355.1572289,4.509
2696,CC1(C)CC(=O)C2=C(C1)Oc1ccc3ccc(O)cc3c1C2c1ccccn1,341,methanol,https://doi.org/10.1016/j.jphotochem.2013.11.014,DBtag:11407,371.1521435,3.636
2697,CC1(C)CC(=O)C2=C(C1)Oc1ccc3cc(O)ccc3c1C2c1ccccn1,349,methanol,https://doi.org/10.1016/j.jphotochem.2013.11.014,DBtag:11414,371.1521435,3.553
2698,CN(C)c1ccc(/C=C/c2nc3ccccc3s2)cc1,402,dimethylformamide,https://doi.org/10.1016/j.jphotochem.2007.11.004,DBtag:11435,280.1034195,3.084
2699,c1ccc(-c2ccc(-c3cc(-c4ccc(-c5ccccc5)cc4)cc(-c4ccc(-c5ccccc5)cc4)c3)cc2)cc1,288,dioxane,https://doi.org/10.1016/1010-6030(89)87112-6,DBtag:11446,534.234751,4.305
2700,c1ccc(-c2ccc(-c3ccc(-c4cc(-c5ccc(-c6ccc(-c7ccccc7)cc6)cc5)cc(-c5ccc(-c6ccc(-c7ccccc7)cc6)cc5)c4)cc3)cc2)cc1,306.5,dioxane,https://doi.org/10.1016/1010-6030(89)87112-6,DBtag:11449,762.3286513,4.045
2701,c1ccc(-c2ccc(-c3ccc(-c4ccccc4)cc3)cc2)cc1,310,dioxane,https://doi.org/10.1016/1010-6030(89)87112-6,DBtag:11450,306.1408506,3.999
2702,CCOC(=O)c1c(-c2c(Cl)c3ccccc3oc2=O)nn(-c2ccccc2)c1C(=O)OCC,322,dichloromethane,https://doi.org/10.1016/j.ejmech.2013.03.042,DBtag:11456,466.093164,3.85
2703,CCOC(=O)c1c(-c2c(Cl)c3ccccc3oc2=O)nn(-c2cccc(C)c2)c1C(=O)OCC,321,dichloromethane,https://doi.org/10.1016/j.ejmech.2013.03.042,DBtag:11457,480.1088141,3.862
2704,CCOC(=O)c1c(-c2c(Cl)c3ccccc3oc2=O)nn(-c2ccc(OC)cc2)c1C(=O)OCC,321,dichloromethane,https://doi.org/10.1016/j.ejmech.2013.03.042,DBtag:11458,496.1037287,3.862
2705,CCOC(=O)c1c(-c2c(Cl)c3ccccc3oc2=O)nn(-c2cccc(Cl)c2)c1C(=O)OCC,321,dichloromethane,https://doi.org/10.1016/j.ejmech.2013.03.042,DBtag:11459,500.0541917,3.862
2706,CCOC(=O)c1c(-c2c(Cl)c3cc(C)ccc3oc2=O)nn(-c2ccccc2)c1C(=O)OCC,332,dichloromethane,https://doi.org/10.1016/j.ejmech.2013.03.042,DBtag:11461,480.1088141,3.734
2707,CCOC(=O)c1c(-c2c(Cl)c3cc(C)ccc3oc2=O)nn(-c2cccc(C)c2)c1C(=O)OCC,331,dichloromethane,https://doi.org/10.1016/j.ejmech.2013.03.042,DBtag:11462,494.1244641,3.746
2708,CCOC(=O)c1c(-c2c(Cl)c3cc(C)ccc3oc2=O)nn(-c2cccc(Cl)c2)c1C(=O)OCC,331,dichloromethane,https://doi.org/10.1016/j.ejmech.2013.03.042,DBtag:11463,514.0698417,3.746
